latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm),precipitation (mm),snow_depth (m),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2025-01-01T23:00,4.9,67,0.00,0.00,0.00,0.00,19.7,35.9,283,285
2025-01-02T00:00,4.6,63,0.00,0.00,0.00,0.00,19.4,35.1,280,283
2025-01-02T01:00,5.1,59,0.00,0.00,0.00,0.00,20.0,36.4,284,285
2025-01-02T02:00,4.6,55,0.00,0.00,0.00,0.00,20.9,37.3,287,287
2025-01-02T03:00,3.9,54,0.00,0.00,0.00,0.00,18.8,34.4,284,285
2025-01-02T04:00,3.3,58,0.00,0.00,0.00,0.00,17.8,32.9,277,280
2025-01-02T05:00,3.0,61,0.00,0.00,0.00,0.00,17.7,32.9,272,276
2025-01-02T06:00,2.5,59,0.00,0.00,0.00,0.00,18.7,34.4,271,274
2025-01-02T07:00,2.0,63,0.00,0.00,0.00,0.00,18.2,33.8,272,274
2025-01-02T08:00,1.8,66,0.00,0.00,0.00,0.00,16.9,31.5,270,273
2025-01-02T09:00,1.6,67,0.00,0.00,0.00,0.00,16.4,30.8,267,271
2025-01-02T10:00,1.1,66,0.00,0.00,0.00,0.00,16.9,31.6,262,266
2025-01-02T11:00,0.6,66,0.00,0.00,0.00,0.00,17.9,33.1,265,268
2025-01-02T12:00,0.3,66,0.00,0.00,0.00,0.00,16.4,31.0,268,272
2025-01-02T13:00,1.9,60,0.00,0.00,0.00,0.00,18.0,32.9,268,271
2025-01-02T14:00,3.0,58,0.00,0.00,0.00,0.00,18.2,32.1,272,274
2025-01-02T15:00,4.0,55,0.00,0.00,0.00,0.00,18.0,29.6,258,262
2025-01-02T16:00,4.8,50,0.00,0.00,0.00,0.00,24.8,39.7,287,285
2025-01-02T17:00,5.2,47,0.00,0.00,0.00,0.00,25.1,39.9,285,285
2025-01-02T18:00,5.4,44,0.00,0.00,0.00,0.00,22.6,36.6,281,282
2025-01-02T19:00,5.3,42,0.00,0.00,0.00,0.00,24.1,38.4,276,276
2025-01-02T20:00,4.6,44,0.00,0.00,0.00,0.00,20.0,34.4,271,274
2025-01-02T21:00,3.4,46,0.00,0.00,0.00,0.00,20.5,36.0,273,275
2025-01-02T22:00,2.2,51,0.00,0.00,0.00,0.00,18.8,33.9,274,276
2025-01-02T23:00,1.6,53,0.00,0.00,0.00,0.00,17.1,31.5,274,276
2025-01-03T00:00,1.2,54,0.00,0.00,0.00,0.00,17.1,31.7,268,271
2025-01-03T01:00,1.5,52,0.00,0.00,0.00,0.00,19.7,35.3,266,268
2025-01-03T02:00,1.1,54,0.00,0.00,0.00,0.00,17.9,32.4,266,269
2025-01-03T03:00,0.7,57,0.00,0.00,0.00,0.00,15.3,28.6,266,269
2025-01-03T04:00,0.2,60,0.00,0.00,0.00,0.00,13.6,26.1,265,270
2025-01-03T05:00,-0.3,61,0.00,0.00,0.00,0.00,13.2,26.3,267,273
2025-01-03T06:00,-0.7,60,0.00,0.00,0.00,0.00,14.5,28.2,275,278
2025-01-03T07:00,-0.9,59,0.00,0.00,0.00,0.00,15.7,29.7,273,277
2025-01-03T08:00,-1.0,59,0.00,0.00,0.00,0.00,15.5,29.5,268,271
2025-01-03T09:00,-1.4,59,0.00,0.00,0.00,0.00,14.6,28.1,269,273
2025-01-03T10:00,-1.5,61,0.00,0.00,0.00,0.00,13.0,25.6,266,271
2025-01-03T11:00,-1.8,63,0.00,0.00,0.00,0.00,11.6,23.8,263,269
2025-01-03T12:00,-1.9,65,0.00,0.00,0.00,0.00,10.8,23.0,255,263
2025-01-03T13:00,-0.5,61,0.00,0.00,0.00,0.00,11.4,23.1,252,259
2025-01-03T14:00,0.4,60,0.00,0.00,0.00,0.00,11.1,19.6,234,247
2025-01-03T15:00,1.4,56,0.00,0.00,0.00,0.00,14.0,22.4,241,246
2025-01-03T16:00,2.1,51,0.00,0.00,0.00,0.00,17.1,26.6,261,259
2025-01-03T17:00,2.5,51,0.00,0.00,0.00,0.00,15.6,24.2,259,259
2025-01-03T18:00,3.0,49,0.00,0.00,0.00,0.00,15.7,23.9,265,264
2025-01-03T19:00,3.2,49,0.00,0.00,0.00,0.00,16.1,25.1,264,265
2025-01-03T20:00,3.2,48,0.00,0.00,0.00,0.00,15.6,24.5,262,263
2025-01-03T21:00,2.8,53,0.00,0.00,0.00,0.00,10.3,19.6,245,255
2025-01-03T22:00,1.9,59,0.00,0.00,0.00,0.00,9.6,20.1,249,261
2025-01-03T23:00,1.5,61,0.00,0.00,0.00,0.00,9.9,20.3,286,290
2025-01-04T00:00,0.9,63,0.00,0.00,0.00,0.00,9.6,19.8,296,297
2025-01-04T01:00,-1.0,71,0.00,0.00,0.00,0.00,6.9,18.5,265,277
2025-01-04T02:00,-1.2,70,0.00,0.00,0.00,0.00,9.3,20.9,285,289
2025-01-04T03:00,-1.5,70,0.00,0.00,0.00,0.00,9.6,21.0,284,290
2025-01-04T04:00,-1.8,71,0.00,0.00,0.00,0.00,10.3,22.4,283,288
2025-01-04T05:00,-1.8,66,0.00,0.00,0.00,0.00,13.0,25.6,290,294
2025-01-04T06:00,-1.9,59,0.00,0.00,0.00,0.00,14.1,26.9,293,297
2025-01-04T07:00,-2.0,59,0.00,0.00,0.00,0.00,13.9,26.5,290,294
2025-01-04T08:00,-1.8,58,0.00,0.00,0.00,0.00,14.3,26.2,290,293
2025-01-04T09:00,-1.4,56,0.00,0.00,0.00,0.00,14.5,25.9,293,299
2025-01-04T10:00,-1.7,47,0.00,0.00,0.00,0.00,16.1,29.2,301,304
2025-01-04T11:00,-2.2,49,0.00,0.00,0.00,0.00,16.7,30.3,298,301
2025-01-04T12:00,-2.5,51,0.00,0.00,0.00,0.00,16.9,30.7,295,299
2025-01-04T13:00,-1.5,55,0.00,0.00,0.00,0.00,15.2,28.0,284,286
2025-01-04T14:00,-0.6,55,0.00,0.00,0.00,0.00,16.3,27.4,288,288
2025-01-04T15:00,-0.1,49,0.00,0.00,0.00,0.00,21.7,34.7,303,303
2025-01-04T16:00,-0.2,48,0.00,0.00,0.00,0.00,20.9,33.3,295,296
2025-01-04T17:00,-0.3,45,0.00,0.00,0.00,0.00,22.6,36.3,296,296
2025-01-04T18:00,-0.1,39,0.00,0.00,0.00,0.00,26.1,41.1,298,298
2025-01-04T19:00,-0.1,40,0.00,0.00,0.00,0.00,23.1,37.0,296,296
2025-01-04T20:00,-0.4,42,0.00,0.00,0.00,0.00,23.1,37.3,291,292
2025-01-04T21:00,-1.0,44,0.00,0.00,0.00,0.00,18.3,31.6,289,291
2025-01-04T22:00,-1.6,45,0.00,0.00,0.00,0.00,15.9,29.1,286,288
2025-01-04T23:00,-2.0,46,0.00,0.00,0.00,0.00,15.1,28.2,278,282
2025-01-05T00:00,-2.2,47,0.00,0.00,0.00,0.00,14.7,27.6,276,280
2025-01-05T01:00,-2.2,49,0.00,0.00,0.00,0.00,13.6,26.3,262,269
2025-01-05T02:00,-2.3,49,0.00,0.00,0.00,0.00,14.1,26.9,268,273
2025-01-05T03:00,-2.7,51,0.00,0.00,0.00,0.00,13.9,26.5,267,273
2025-01-05T04:00,-2.9,51,0.00,0.00,0.00,0.00,14.0,26.7,269,273
2025-01-05T05:00,-3.2,50,0.00,0.00,0.00,0.00,13.9,26.2,271,276
2025-01-05T06:00,-3.3,49,0.00,0.00,0.00,0.00,15.0,27.6,273,277
2025-01-05T07:00,-3.5,50,0.00,0.00,0.00,0.00,13.5,25.4,272,277
2025-01-05T08:00,-3.6,51,0.00,0.00,0.00,0.00,13.0,24.3,270,276
2025-01-05T09:00,-3.5,51,0.00,0.00,0.00,0.00,11.5,22.5,272,278
2025-01-05T10:00,-3.5,52,0.00,0.00,0.00,0.00,12.1,23.2,272,276
2025-01-05T11:00,-3.4,53,0.00,0.00,0.00,0.00,12.4,23.6,269,273
2025-01-05T12:00,-3.4,53,0.00,0.00,0.00,0.00,12.5,23.8,263,268
2025-01-05T13:00,-3.1,57,0.00,0.00,0.00,0.00,13.7,25.0,254,260
2025-01-05T14:00,-2.5,56,0.00,0.00,0.00,0.00,14.7,24.8,239,246
2025-01-05T15:00,-1.5,53,0.00,0.00,0.00,0.00,18.7,29.4,278,275
2025-01-05T16:00,-0.9,51,0.00,0.00,0.00,0.00,19.6,30.2,280,280
2025-01-05T17:00,-0.6,50,0.00,0.00,0.00,0.00,19.0,29.5,287,287
2025-01-05T18:00,-0.2,49,0.00,0.00,0.00,0.00,19.9,30.8,292,293
2025-01-05T19:00,0.3,46,0.00,0.00,0.00,0.00,18.6,29.4,297,297
2025-01-05T20:00,0.2,45,0.00,0.00,0.00,0.00,17.5,28.3,306,305
2025-01-05T21:00,-0.6,48,0.00,0.00,0.00,0.00,13.0,23.8,305,305
2025-01-05T22:00,-1.7,52,0.00,0.00,0.00,0.00,12.2,24.2,299,302
2025-01-05T23:00,-2.2,55,0.00,0.00,0.00,0.00,11.2,22.7,286,293
2025-01-06T00:00,-2.2,56,0.00,0.00,0.00,0.00,12.4,24.1,286,292
2025-01-06T01:00,-2.0,57,0.00,0.00,0.00,0.00,12.2,24.4,286,290
2025-01-06T02:00,-2.2,60,0.00,0.00,0.00,0.00,11.1,22.8,287,290
2025-01-06T03:00,-2.4,62,0.00,0.00,0.00,0.00,10.1,21.3,281,289
2025-01-06T04:00,-2.5,64,0.00,0.00,0.00,0.00,9.0,19.5,272,282
2025-01-06T05:00,-2.8,66,0.00,0.00,0.00,0.00,8.6,19.0,269,280
2025-01-06T06:00,-2.7,67,0.00,0.00,0.00,0.00,8.6,18.2,272,282
2025-01-06T07:00,-2.5,67,0.00,0.00,0.00,0.00,7.8,16.4,274,285
2025-01-06T08:00,-2.5,67,0.00,0.00,0.00,0.00,7.6,16.0,263,279
2025-01-06T09:00,-2.5,70,0.00,0.00,0.00,0.00,4.0,12.3,262,288
2025-01-06T10:00,-2.3,70,0.00,0.00,0.00,0.00,3.5,13.1,208,295
2025-01-06T11:00,-2.2,69,0.00,0.00,0.00,0.00,3.9,10.2,202,294
2025-01-06T12:00,-2.0,69,0.00,0.00,0.00,0.00,2.9,8.4,202,293
2025-01-06T13:00,-2.0,75,0.00,0.00,0.00,0.00,3.9,7.3,223,232
2025-01-06T14:00,-2.0,76,0.00,0.14,0.20,0.00,2.8,4.4,225,235
2025-01-06T15:00,-1.6,76,0.00,0.14,0.20,0.00,0.9,1.1,360,351
2025-01-06T16:00,-1.8,79,0.00,0.28,0.40,0.00,1.3,1.8,34,37
2025-01-06T17:00,-1.9,83,0.00,0.35,0.50,0.01,2.8,4.1,15,13
2025-01-06T18:00,-1.8,83,0.00,0.21,0.30,0.01,3.6,5.4,41,37
2025-01-06T19:00,-1.8,83,0.00,0.07,0.10,0.01,4.3,7.0,33,29
2025-01-06T20:00,-1.6,83,0.00,0.00,0.00,0.02,6.8,10.7,27,25
2025-01-06T21:00,-1.5,82,0.00,0.00,0.00,0.02,8.4,13.9,10,11
2025-01-06T22:00,-1.7,83,0.00,0.00,0.00,0.02,6.0,13.1,5,13
2025-01-06T23:00,-2.1,78,0.00,0.00,0.00,0.02,10.3,20.7,1,7
2025-01-07T00:00,-2.8,76,0.00,0.00,0.00,0.02,11.3,21.5,10,9
2025-01-07T01:00,-3.4,73,0.00,0.00,0.00,0.02,13.5,25.8,357,357
2025-01-07T02:00,-3.5,69,0.00,0.00,0.00,0.02,15.4,28.6,344,347
2025-01-07T03:00,-4.4,67,0.00,0.00,0.00,0.02,16.7,30.2,338,340
2025-01-07T04:00,-5.8,66,0.00,0.00,0.00,0.02,18.4,31.6,331,333
2025-01-07T05:00,-7.2,67,0.00,0.00,0.00,0.02,17.3,30.0,321,325
2025-01-07T06:00,-8.1,66,0.00,0.00,0.00,0.02,18.8,33.6,326,329
2025-01-07T07:00,-8.6,64,0.00,0.00,0.00,0.02,20.9,37.8,332,334
2025-01-07T08:00,-8.7,66,0.00,0.00,0.00,0.02,20.0,36.6,332,333
2025-01-07T09:00,-8.1,67,0.00,0.00,0.00,0.02,17.0,32.4,328,330
2025-01-07T10:00,-7.4,67,0.00,0.00,0.00,0.02,15.6,29.7,324,326
2025-01-07T11:00,-7.2,66,0.00,0.00,0.00,0.02,15.2,29.3,310,314
2025-01-07T12:00,-6.7,64,0.00,0.00,0.00,0.02,16.6,30.7,307,310
2025-01-07T13:00,-6.0,65,0.00,0.00,0.00,0.02,17.8,32.5,300,301
2025-01-07T14:00,-5.4,63,0.00,0.00,0.00,0.02,19.4,34.8,296,301
2025-01-07T15:00,-5.0,62,0.00,0.00,0.00,0.02,22.8,38.7,298,301
2025-01-07T16:00,-4.1,60,0.00,0.00,0.00,0.02,20.4,36.5,303,305
2025-01-07T17:00,-3.3,58,0.00,0.00,0.00,0.02,29.9,48.0,308,307
2025-01-07T18:00,-3.2,61,0.00,0.00,0.00,0.01,29.7,47.9,314,313
2025-01-07T19:00,-3.0,62,0.00,0.00,0.00,0.01,28.0,45.8,307,309
2025-01-07T20:00,-3.0,61,0.00,0.00,0.00,0.01,21.2,37.8,307,307
2025-01-07T21:00,-3.1,60,0.00,0.00,0.00,0.01,21.2,37.5,304,305
2025-01-07T22:00,-3.5,62,0.00,0.00,0.00,0.01,20.7,36.8,300,301
2025-01-07T23:00,-3.5,63,0.00,0.00,0.00,0.01,22.7,39.7,302,303
2025-01-08T00:00,-3.6,63,0.00,0.00,0.00,0.01,23.1,40.8,303,304
2025-01-08T01:00,-3.0,54,0.00,0.00,0.00,0.01,18.5,33.4,291,294
2025-01-08T02:00,-3.5,56,0.00,0.00,0.00,0.01,18.4,33.0,290,295
2025-01-08T03:00,-3.7,57,0.00,0.00,0.00,0.01,15.7,29.1,290,297
2025-01-08T04:00,-3.8,56,0.00,0.00,0.00,0.01,14.8,27.9,292,301
2025-01-08T05:00,-4.0,55,0.00,0.00,0.00,0.01,17.0,31.4,294,301
2025-01-08T06:00,-4.0,55,0.00,0.00,0.00,0.01,20.2,36.4,307,309
2025-01-08T07:00,-4.1,55,0.00,0.00,0.00,0.01,19.9,35.9,305,306
2025-01-08T08:00,-4.3,55,0.00,0.00,0.00,0.01,20.2,36.7,307,308
2025-01-08T09:00,-4.4,56,0.00,0.00,0.00,0.01,18.6,34.0,304,306
2025-01-08T10:00,-4.3,57,0.00,0.00,0.00,0.01,16.5,30.3,299,302
2025-01-08T11:00,-4.4,57,0.00,0.00,0.00,0.01,17.5,31.3,296,300
2025-01-08T12:00,-4.8,58,0.00,0.00,0.00,0.01,15.8,28.6,296,300
2025-01-08T13:00,-4.1,50,0.00,0.00,0.00,0.01,17.3,30.1,305,305
2025-01-08T14:00,-3.5,45,0.00,0.00,0.00,0.01,18.5,30.6,310,309
2025-01-08T15:00,-3.0,45,0.00,0.00,0.00,0.01,19.7,31.3,300,300
2025-01-08T16:00,-2.7,44,0.00,0.00,0.00,0.01,23.4,36.6,299,299
2025-01-08T17:00,-2.5,43,0.00,0.00,0.00,0.01,23.9,37.3,297,298
2025-01-08T18:00,-2.5,41,0.00,0.00,0.00,0.01,25.4,39.6,297,297
2025-01-08T19:00,-2.6,39,0.00,0.00,0.00,0.01,24.5,38.8,298,299
2025-01-08T20:00,-3.2,40,0.00,0.00,0.00,0.01,24.2,38.6,298,299
2025-01-08T21:00,-4.2,43,0.00,0.00,0.00,0.01,22.2,36.6,300,301
2025-01-08T22:00,-5.4,46,0.00,0.00,0.00,0.01,19.8,34.5,299,300
2025-01-08T23:00,-6.2,49,0.00,0.00,0.00,0.01,19.6,34.1,297,298
2025-01-09T00:00,-6.6,50,0.00,0.00,0.00,0.01,19.3,33.7,294,297
2025-01-09T01:00,-5.6,47,0.00,0.00,0.00,0.01,20.1,35.7,295,298
2025-01-09T02:00,-5.8,50,0.00,0.00,0.00,0.01,18.1,33.1,290,295
2025-01-09T03:00,-6.2,53,0.00,0.00,0.00,0.01,17.6,32.5,284,291
2025-01-09T04:00,-6.5,55,0.00,0.00,0.00,0.01,18.6,34.1,285,291
2025-01-09T05:00,-6.8,55,0.00,0.00,0.00,0.01,18.7,33.9,286,292
2025-01-09T06:00,-6.7,55,0.00,0.00,0.00,0.01,19.7,35.6,294,298
2025-01-09T07:00,-6.3,54,0.00,0.00,0.00,0.01,22.1,39.0,299,302
2025-01-09T08:00,-6.1,56,0.00,0.00,0.00,0.01,19.0,33.9,301,305
2025-01-09T09:00,-5.9,55,0.00,0.00,0.00,0.01,19.7,35.0,306,310
2025-01-09T10:00,-5.8,53,0.00,0.00,0.00,0.01,20.5,36.0,313,314
2025-01-09T11:00,-5.8,53,0.00,0.00,0.00,0.01,20.6,36.7,308,309
2025-01-09T12:00,-6.0,53,0.00,0.00,0.00,0.01,21.5,38.3,310,313
2025-01-09T13:00,-4.8,53,0.00,0.00,0.00,0.01,23.4,40.8,307,309
2025-01-09T14:00,-4.2,49,0.00,0.00,0.00,0.01,21.1,35.2,299,300
2025-01-09T15:00,-3.7,44,0.00,0.00,0.00,0.01,24.6,39.7,304,305
2025-01-09T16:00,-2.8,41,0.00,0.00,0.00,0.01,24.0,38.4,310,309
2025-01-09T17:00,-2.2,40,0.00,0.00,0.00,0.01,25.0,39.8,309,309
2025-01-09T18:00,-1.6,42,0.00,0.00,0.00,0.01,27.0,43.4,313,313
2025-01-09T19:00,-1.5,44,0.00,0.00,0.00,0.01,26.2,42.4,315,315
2025-01-09T20:00,-2.5,48,0.00,0.00,0.00,0.01,29.0,47.2,317,316
2025-01-09T21:00,-2.8,52,0.00,0.00,0.00,0.01,24.3,41.1,314,314
2025-01-09T22:00,-3.8,59,0.00,0.00,0.00,0.01,26.7,46.3,319,320
2025-01-09T23:00,-3.5,59,0.00,0.00,0.00,0.01,24.9,44.1,321,323
2025-01-10T00:00,-3.7,62,0.00,0.00,0.00,0.01,28.3,49.1,322,322
2025-01-10T01:00,-2.5,59,0.00,0.00,0.00,0.01,23.2,41.8,322,322
2025-01-10T02:00,-2.2,60,0.00,0.00,0.00,0.01,23.8,42.4,323,323
2025-01-10T03:00,-2.2,61,0.00,0.00,0.00,0.01,23.1,41.5,323,323
2025-01-10T04:00,-2.5,61,0.00,0.00,0.00,0.01,22.5,40.6,321,322
2025-01-10T05:00,-2.8,61,0.00,0.00,0.00,0.01,22.3,40.5,319,320
2025-01-10T06:00,-3.0,61,0.00,0.00,0.00,0.01,22.5,40.8,321,322
2025-01-10T07:00,-3.4,63,0.00,0.00,0.00,0.01,22.5,40.5,324,325
2025-01-10T08:00,-3.5,63,0.00,0.00,0.00,0.01,21.3,38.8,319,320
2025-01-10T09:00,-3.6,63,0.00,0.00,0.00,0.01,20.3,36.9,329,330
2025-01-10T10:00,-3.7,64,0.00,0.00,0.00,0.01,18.7,34.8,328,330
2025-01-10T11:00,-3.7,63,0.00,0.00,0.00,0.01,17.4,32.7,326,329
2025-01-10T12:00,-3.8,63,0.00,0.00,0.00,0.01,16.9,32.1,327,329
2025-01-10T13:00,-2.8,61,0.00,0.00,0.00,0.01,17.6,32.6,320,322
2025-01-10T14:00,-1.5,54,0.00,0.00,0.00,0.01,15.1,26.6,319,320
2025-01-10T15:00,-0.4,49,0.00,0.00,0.00,0.01,14.5,22.8,321,324
2025-01-10T16:00,1.1,43,0.00,0.00,0.00,0.01,13.0,20.2,318,319
2025-01-10T17:00,2.4,40,0.00,0.00,0.00,0.01,13.0,19.9,318,319
2025-01-10T18:00,3.1,41,0.00,0.00,0.00,0.01,12.3,19.0,316,318
2025-01-10T19:00,3.3,41,0.00,0.00,0.00,0.01,11.4,17.9,305,306
2025-01-10T20:00,3.0,42,0.00,0.00,0.00,0.01,10.7,17.6,293,295
2025-01-10T21:00,2.0,48,0.00,0.00,0.00,0.01,7.5,17.2,297,299
2025-01-10T22:00,0.6,54,0.00,0.00,0.00,0.01,6.2,16.5,285,301
2025-01-10T23:00,-0.2,56,0.00,0.00,0.00,0.01,6.0,17.5,309,310
2025-01-11T00:00,-0.8,56,0.00,0.00,0.00,0.01,8.3,19.4,290,304
2025-01-11T01:00,0.1,58,0.00,0.00,0.00,0.01,7.2,16.9,292,298
2025-01-11T02:00,-0.3,61,0.00,0.00,0.00,0.01,5.5,14.7,281,284
2025-01-11T03:00,-0.4,65,0.00,0.00,0.00,0.01,3.5,11.3,305,299
2025-01-11T04:00,-0.7,72,0.00,0.00,0.00,0.01,2.4,8.5,306,312
2025-01-11T05:00,-0.9,66,0.00,0.00,0.00,0.01,3.5,6.6,219,259
2025-01-11T06:00,-0.9,65,0.00,0.00,0.00,0.01,4.2,10.2,234,253
2025-01-11T07:00,-1.2,69,0.00,0.42,0.60,0.01,1.5,5.0,173,240
2025-01-11T08:00,-1.5,65,0.00,0.07,0.10,0.01,5.9,11.9,192,211
2025-01-11T09:00,-1.9,69,0.00,0.14,0.20,0.01,7.3,14.0,203,215
2025-01-11T10:00,-2.7,83,0.00,0.49,0.70,0.02,3.1,9.1,225,231
2025-01-11T11:00,-2.8,86,0.00,0.21,0.30,0.02,1.9,5.6,209,237
2025-01-11T12:00,-2.9,86,0.00,0.07,0.10,0.02,2.2,5.9,222,243
2025-01-11T13:00,-2.5,83,0.00,0.00,0.00,0.02,3.3,7.7,279,286
2025-01-11T14:00,-2.1,82,0.00,0.00,0.00,0.02,4.3,7.4,298,299
2025-01-11T15:00,-1.2,79,0.00,0.00,0.00,0.02,6.6,10.3,319,316
2025-01-11T16:00,-0.4,76,0.00,0.00,0.00,0.02,9.3,14.0,323,323
2025-01-11T17:00,0.1,74,0.00,0.00,0.00,0.02,11.5,17.5,329,328
2025-01-11T18:00,0.2,70,0.00,0.00,0.00,0.02,12.5,20.1,323,323
2025-01-11T19:00,0.4,69,0.00,0.00,0.00,0.02,15.3,24.6,324,324
2025-01-11T20:00,0.4,69,0.00,0.00,0.00,0.02,13.1,23.6,324,325
2025-01-11T21:00,0.2,70,0.00,0.00,0.00,0.02,12.4,23.6,311,317
2025-01-11T22:00,-0.4,68,0.00,0.00,0.00,0.02,16.2,30.1,316,319
2025-01-11T23:00,-1.1,68,0.00,0.00,0.00,0.02,15.6,29.5,319,321
2025-01-12T00:00,-2.0,68,0.00,0.00,0.00,0.02,15.5,30.0,321,322
2025-01-12T01:00,-1.5,63,0.00,0.00,0.00,0.02,17.1,31.5,317,318
2025-01-12T02:00,-1.6,64,0.00,0.00,0.00,0.02,17.3,31.9,318,320
2025-01-12T03:00,-1.7,65,0.00,0.00,0.00,0.02,16.7,30.8,323,323
2025-01-12T04:00,-1.5,68,0.00,0.00,0.00,0.02,14.9,28.1,324,324
2025-01-12T05:00,-1.5,71,0.00,0.00,0.00,0.02,14.3,27.4,325,326
2025-01-12T06:00,-1.2,71,0.00,0.00,0.00,0.02,13.5,25.8,326,328
2025-01-12T07:00,-0.9,70,0.00,0.00,0.00,0.02,12.3,24.2,326,328
2025-01-12T08:00,-0.8,70,0.00,0.00,0.00,0.02,11.6,23.5,325,330
2025-01-12T09:00,-1.0,72,0.00,0.00,0.00,0.02,10.3,21.5,305,315
2025-01-12T10:00,-1.2,72,0.00,0.00,0.00,0.02,10.6,22.2,305,311
2025-01-12T11:00,-1.5,72,0.00,0.00,0.00,0.02,10.2,21.7,323,325
2025-01-12T12:00,-1.9,73,0.00,0.00,0.00,0.02,7.0,18.5,320,328
2025-01-12T13:00,-1.1,71,0.00,0.00,0.00,0.02,7.2,17.3,309,324
2025-01-12T14:00,0.8,61,0.00,0.00,0.00,0.02,10.8,18.6,324,329
2025-01-12T15:00,2.2,56,0.00,0.00,0.00,0.02,7.5,11.7,307,313
2025-01-12T16:00,3.1,55,0.00,0.00,0.00,0.02,9.2,13.8,298,301
2025-01-12T17:00,4.2,51,0.00,0.00,0.00,0.02,12.2,18.0,322,319
2025-01-12T18:00,4.7,51,0.00,0.00,0.00,0.02,10.7,15.8,307,307
2025-01-12T19:00,4.8,51,0.00,0.00,0.00,0.02,10.2,15.2,306,304
2025-01-12T20:00,4.6,53,0.00,0.00,0.00,0.02,9.2,14.4,320,312
2025-01-12T21:00,3.6,62,0.00,0.00,0.00,0.02,5.6,12.1,335,320
2025-01-12T22:00,1.3,68,0.00,0.00,0.00,0.02,3.0,11.0,322,311
2025-01-12T23:00,0.6,68,0.00,0.00,0.00,0.02,3.1,10.9,306,314
2025-01-13T00:00,-0.2,71,0.00,0.00,0.00,0.02,2.7,9.9,323,331
2025-01-13T01:00,-0.6,75,0.00,0.00,0.00,0.02,4.4,10.9,300,315
2025-01-13T02:00,-1.0,77,0.00,0.00,0.00,0.02,2.8,8.5,297,312
2025-01-13T03:00,-1.4,80,0.00,0.00,0.00,0.02,3.1,7.7,246,269
2025-01-13T04:00,-0.2,78,0.00,0.00,0.00,0.02,3.7,11.6,231,240
2025-01-13T05:00,0.1,75,0.00,0.00,0.00,0.02,5.2,14.9,226,236
2025-01-13T06:00,0.2,73,0.00,0.00,0.00,0.02,6.2,15.9,232,245
2025-01-13T07:00,-0.7,75,0.00,0.00,0.00,0.02,5.1,14.9,222,245
2025-01-13T08:00,-1.0,75,0.00,0.00,0.00,0.02,5.5,16.1,224,241
2025-01-13T09:00,-1.2,76,0.00,0.00,0.00,0.02,5.7,16.7,221,235
2025-01-13T10:00,-1.5,76,0.00,0.00,0.00,0.02,6.6,18.2,215,229
